Airline|Date_of_Journey|Source|Destination|Route|Dep_Time|Arrival_Time|Duration|Total_Stops|Additional_Info|Price|Month|Date|Day_of_week
INDIGO|2019-03-05|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|3|5|1
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|16:20|1220|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|6|6|3
INDIGO|2019-01-04|MUMBAI|HYDERABAD|BOM ? HYD|16|18:25|90|NON-STOP|NO INFO|3175|1|4|4
AIR INDIA|2019-06-27|NEW DELHI|COCHIN|DEL ? JDH ? BOM ? COK|12|19:15|1820|2 STOPS|NO INFO|12646|6|27|3
AIR INDIA|2019-01-04|KOLKATA|BANGLORE|CCU ? DEL ? BLR|20|12:00|930|1 STOP|NO INFO|7893|1|4|4
AIR INDIA|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|17|19:45|165|NON-STOP|NO INFO|7171|5|24|4
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|21:00|420|1 STOP|NO INFO|13727|5|15|2
AIR INDIA|2019-06-27|NEW DELHI|COCHIN|DEL ? COK|18|21:10|185|NON-STOP|NO INFO|5201|6|27|3
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|19:15|455|1 STOP|NO INFO|9001|5|15|2
INDIGO|2019-05-15|BANGLORE|NEW DELHI|BLR ? DEL|13|15:50|170|NON-STOP|NO INFO|3943|5|15|2
MULTIPLE CARRIERS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|21:00|835|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10546|9|5|3
JET AIRWAYS|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:00|1425|1 STOP|NO INFO|15554|5|18|5
AIR INDIA|2019-04-15|BANGLORE|NEW DELHI|BLR ? DEL|6|08:55|165|NON-STOP|NO INFO|5228|4|15|0
AIR INDIA|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:15|615|1 STOP|NO INFO|9404|6|24|0
MULTIPLE CARRIERS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:15|605|1 STOP|NO INFO|8601|3|21|3
MULTIPLE CARRIERS|2019-09-05|NEW DELHI|COCHIN|DEL ? HYD ? COK|9|22:30|765|1 STOP|NO INFO|8888|9|5|3
VISTARA|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|16|18:35|155|NON-STOP|NO INFO|5088|3|24|6
INDIGO|2019-09-05|BANGLORE|NEW DELHI|BLR ? DEL|10|13:00|170|NON-STOP|NO INFO|3943|9|5|3
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|21|12:35|885|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
MULTIPLE CARRIERS|2019-09-04|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|13:20|440|1 STOP|NO INFO|8323|9|4|2
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|13|12:35|1390|2 STOPS|NO INFO|15339|6|27|3
VISTARA|2019-06-05|CHENNAI|KOLKATA|MAA ? CCU|17|20:05|140|NON-STOP|NO INFO|11982|6|5|2
SPICEJET|2019-12-05|KOLKATA|BANGLORE|CCU ? IXB ? BLR|15|21:25|330|1 STOP|NO INFO|8844|12|5|3
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|22|12:35|825|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|1|6|6
INDIGO|2019-06-06|CHENNAI|KOLKATA|MAA ? CCU|13|15:35|140|NON-STOP|NO INFO|3597|6|6|3
JET AIRWAYS|2019-03-24|MUMBAI|HYDERABAD|BOM ? HYD|10|11:50|90|NON-STOP|NO INFO|5678|3|24|6
INDIGO|2019-05-21|CHENNAI|KOLKATA|MAA ? CCU|22|00:25|140|NON-STOP|NO INFO|5277|5|21|1
INDIGO|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|7|10:05|175|NON-STOP|NO INFO|4823|6|27|3
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? HYD ? MAA ? COK|8|21:20|765|2 STOPS|NO INFO|8049|3|3|6
SPICEJET|2019-05-15|CHENNAI|KOLKATA|MAA ? CCU|17|20:05|140|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3543|5|15|2
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|19:00|1485|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|6|3
AIR INDIA|2019-01-06|NEW DELHI|COCHIN|DEL ? RPR ? NAG ? BOM ? COK|5|19:15|2280|3 STOPS|NO INFO|10703|1|6|6
INDIGO|2019-12-06|NEW DELHI|COCHIN|DEL ? BLR ? COK|5|10:05|295|1 STOP|NO INFO|6496|12|6|4
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|18:15|705|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|21|1
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|18:50|705|1 STOP|NO INFO|12032|3|27|2
VISTARA|2019-04-18|NEW DELHI|COCHIN|DEL ? COK|6|09:10|190|NON-STOP|NO INFO|6741|4|18|3
INDIGO|2019-09-05|BANGLORE|NEW DELHI|BLR ? DEL|4|06:50|170|NON-STOP|NO INFO|3943|9|5|3
SPICEJET|2019-05-24|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|5|24|4
MULTIPLE CARRIERS|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|01:35|395|1 STOP|NO INFO|15288|3|3|6
AIR INDIA|2019-03-18|MUMBAI|HYDERABAD|BOM ? HYD|21|22:25|80|NON-STOP|NO INFO|2050|3|18|0
VISTARA|2019-03-24|CHENNAI|KOLKATA|MAA ? CCU|7|09:20|135|NON-STOP|NO INFO|4842|3|24|6
JET AIRWAYS|2019-03-21|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|19|18:50|1420|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|6643|3|21|3
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? BLR ? COK|5|10:05|300|1 STOP|NO INFO|9581|3|3|6
INDIGO|2019-05-15|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|5|15|2
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|8|07:40|1420|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:15|730|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11667|12|6|4
INDIGO|2019-06-27|NEW DELHI|COCHIN|DEL ? HYD ? COK|8|16:10|455|1 STOP|NO INFO|6442|6|27|3
JET AIRWAYS|2019-05-24|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|04:25|1760|2 STOPS|NO INFO|15129|5|24|4
JET AIRWAYS|2019-03-04|BANGLORE|NEW DELHI|BLR ? DEL|11|14:05|175|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4544|3|4|0
JET AIRWAYS|2019-05-15|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|09:20|800|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|5|15|2
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|04:25|745|1 STOP|NO INFO|14714|3|6|2
AIR INDIA|2019-05-27|MUMBAI|HYDERABAD|BOM ? HYD|6|07:40|80|NON-STOP|NO INFO|3100|5|27|0
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|20:45|1695|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|6|5|2
INDIGO|2019-03-21|NEW DELHI|COCHIN|DEL ? HYD ? COK|6|12:00|320|1 STOP|NO INFO|5761|3|21|3
AIR INDIA|2019-09-05|MUMBAI|HYDERABAD|BOM ? HYD|21|22:25|80|NON-STOP|NO INFO|3100|9|5|3
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|23:35|425|1 STOP|NO INFO|13626|12|6|4
JET AIRWAYS|2019-03-24|MUMBAI|HYDERABAD|BOM ? HYD|19|21:05|90|NON-STOP|NO INFO|5678|3|24|6
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|18:15|1400|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8529|12|6|4
AIR INDIA|2019-09-05|NEW DELHI|COCHIN|DEL ? COK|5|08:00|170|NON-STOP|NO INFO|5201|9|5|3
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? DEL ? BLR|9|21:05|690|1 STOP|NO INFO|14151|5|21|1
AIR ASIA|2019-03-05|BANGLORE|NEW DELHI|BLR ? DEL|11|13:55|165|NON-STOP|NO INFO|4483|3|5|1
INDIGO|2019-06-04|KOLKATA|BANGLORE|CCU ? BLR|22|00:50|155|NON-STOP|NO INFO|4174|6|4|1
JET AIRWAYS|2019-05-18|NEW DELHI|COCHIN|DEL ? BHO ? BOM ? COK|5|12:35|425|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|15544|5|18|5
INDIGO|2019-05-27|NEW DELHI|COCHIN|DEL ? COK|21|00:20|195|NON-STOP|NO INFO|5601|5|27|0
INDIGO|2019-03-04|BANGLORE|NEW DELHI|BLR ? DEL|1|04:15|165|NON-STOP|NO INFO|3419|3|4|0
AIR ASIA|2019-04-27|NEW DELHI|COCHIN|DEL ? BLR ? COK|7|22:25|870|1 STOP|NO INFO|6451|4|27|5
AIR INDIA|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? COK ? BLR|9|13:45|1700|2 STOPS|NO INFO|12592|12|5|3
AIR INDIA|2019-06-24|BANGLORE|NEW DELHI|BLR ? DEL|21|23:55|170|NON-STOP|NO INFO|6961|6|24|0
SPICEJET|2019-12-06|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO INFO|4174|12|6|4
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|16:20|590|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8824|3|24|6
SPICEJET|2019-05-15|NEW DELHI|COCHIN|DEL ? MAA ? COK|15|22:05|380|1 STOP|NO INFO|7947|5|15|2
MULTIPLE CARRIERS|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|21:00|420|1 STOP|NO INFO|13587|6|27|3
SPICEJET|2019-06-15|KOLKATA|BANGLORE|CCU ? BLR|6|09:30|155|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|6|15|5
INDIGO|2019-06-21|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|6|21|4
JET AIRWAYS|2019-09-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|04:40|520|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8586|9|5|3
INDIGO|2019-01-03|KOLKATA|BANGLORE|CCU ? BLR|20|23:05|160|NON-STOP|NO INFO|4778|1|3|3
MULTIPLE CARRIERS|2019-01-06|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|15|01:30|625|2 STOPS|NO INFO|18275|1|6|6
INDIGO|2019-01-06|CHENNAI|KOLKATA|MAA ? CCU|5|07:40|145|NON-STOP|NO INFO|3540|1|6|6
INDIGO|2019-06-27|NEW DELHI|COCHIN|DEL ? HYD ? COK|8|22:30|835|1 STOP|NO INFO|6442|6|27|3
AIR INDIA|2019-06-27|KOLKATA|BANGLORE|CCU ? BLR|20|23:20|155|NON-STOP|NO INFO|4145|6|27|3
INDIGO|2019-09-06|KOLKATA|BANGLORE|CCU ? BLR|14|16:55|150|NON-STOP|NO INFO|5644|9|6|4
INDIGO|2019-03-05|KOLKATA|BANGLORE|CCU ? BLR|14|16:55|150|NON-STOP|NO INFO|5224|3|5|1
JET AIRWAYS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|18:50|1520|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|5963|3|21|3
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:00|780|1 STOP|NO INFO|11264|5|27|0
GOAIR|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|19:20|310|1 STOP|NO INFO|10188|3|27|2
JET AIRWAYS|2019-05-18|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|09:20|800|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|18|5
INDIGO|2019-03-15|BANGLORE|NEW DELHI|BLR ? IDR ? DEL|13|18:35|295|1 STOP|NO INFO|7166|3|15|4
JET AIRWAYS|2019-12-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|22|09:30|635|1 STOP|NO INFO|13817|12|3|1
JET AIRWAYS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|12:35|1100|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12373|9|5|3
JET AIRWAYS|2019-01-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|16|09:00|965|1 STOP|1 LONG LAYOVER|25735|1|3|3
JET AIRWAYS|2019-03-18|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|11|19:10|450|1 STOP|NO INFO|14815|3|18|0
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|12:35|1505|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|12|6|4
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|660|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|15|5
AIR INDIA|2019-09-06|NEW DELHI|COCHIN|DEL ? BLR ? COK|17|08:15|875|1 STOP|NO INFO|7468|9|6|4
JET AIRWAYS|2019-09-05|MUMBAI|HYDERABAD|BOM ? HYD|7|08:30|85|NON-STOP|NO INFO|8040|9|5|3
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|19:00|1195|2 STOPS|NO INFO|12819|6|24|0
INDIGO|2019-06-03|CHENNAI|KOLKATA|MAA ? CCU|14|17:05|145|NON-STOP|NO INFO|7295|6|3|0
JET AIRWAYS|2019-05-27|BANGLORE|NEW DELHI|BLR ? DEL|15|18:10|175|NON-STOP|NO INFO|7229|5|27|0
AIR ASIA|2019-06-15|NEW DELHI|COCHIN|DEL ? BLR ? COK|16|22:25|340|1 STOP|NO INFO|6853|6|15|5
JET AIRWAYS|2019-05-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|09:20|730|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|5|24|4
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|18:15|705|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7064|1|4|4
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:15|615|1 STOP|NO INFO|8372|6|6|3
SPICEJET|2019-03-06|MUMBAI|HYDERABAD|BOM ? HYD|13|14:45|90|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|1965|3|6|2
VISTARA|2019-03-24|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|18:45|695|1 STOP|NO INFO|16932|3|24|6
SPICEJET|2019-06-18|KOLKATA|BANGLORE|CCU ? BLR|22|00:40|140|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|6|18|1
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? JDH ? BOM ? COK|11|19:00|440|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|15812|12|6|4
AIR INDIA|2019-03-03|BANGLORE|NEW DELHI|BLR ? COK ? DEL|6|13:20|385|1 STOP|NO INFO|10924|3|3|6
AIR INDIA|2019-05-27|NEW DELHI|COCHIN|DEL ? COK|14|17:10|180|NON-STOP|NO INFO|6934|5|27|0
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|660|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|1|6|6
JET AIRWAYS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|04:25|870|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|13843|6|3|0
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:00|740|1 STOP|NO INFO|9315|5|15|2
MULTIPLE CARRIERS|2019-05-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:15|795|1 STOP|NO INFO|8266|5|21|1
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|08:10|660|1 STOP|NO INFO|14231|3|24|6
GOAIR|2019-04-18|BANGLORE|NEW DELHI|BLR ? DEL|20|23:40|165|NON-STOP|NO INFO|5048|4|18|3
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|19:00|1530|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|6|3
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|21:00|720|1 STOP|NO INFO|12537|3|27|2
JET AIRWAYS|2019-06-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|04:25|925|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|15|5
JET AIRWAYS|2019-03-04|MUMBAI|HYDERABAD|BOM ? HYD|7|08:30|85|NON-STOP|NO INFO|8040|3|4|0
SPICEJET|2019-06-05|KOLKATA|BANGLORE|CCU ? IXB ? BLR|11|18:30|435|1 STOP|NO INFO|9736|6|5|2
INDIGO|2019-06-05|KOLKATA|BANGLORE|CCU ? BLR|4|07:15|155|NON-STOP|NO INFO|4804|6|5|2
JET AIRWAYS|2019-12-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|16|09:30|995|1 STOP|NO INFO|13817|12|3|1
GOAIR|2019-05-21|BANGLORE|NEW DELHI|BLR ? DEL|7|10:40|175|NON-STOP|NO INFO|5048|5|21|1
JET AIRWAYS|2019-01-04|MUMBAI|HYDERABAD|BOM ? HYD|10|11:50|90|NON-STOP|NO INFO|8040|1|4|4
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:15|645|1 STOP|NO INFO|7354|12|6|4
MULTIPLE CARRIERS|2019-06-03|NEW DELHI|COCHIN|DEL ? HYD ? COK|14|22:20|465|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7563|6|3|0
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|15:30|285|1 STOP|NO INFO|7725|3|3|6
MULTIPLE CARRIERS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|21:00|735|1 STOP|NO INFO|7740|1|6|6
AIR INDIA|2019-12-06|KOLKATA|BANGLORE|CCU ? DEL ? AMD ? BLR|10|05:25|1165|2 STOPS|NO INFO|13532|12|6|4
INDIGO|2019-01-03|KOLKATA|BANGLORE|CCU ? BLR|14|16:55|155|NON-STOP|NO INFO|6565|1|3|3
JET AIRWAYS|2019-12-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|19:50|1640|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|12|5|3
SPICEJET|2019-04-18|KOLKATA|BANGLORE|CCU ? BLR|22|00:40|140|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|4|18|3
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|630|1 STOP|NO INFO|11200|3|6|2
AIR INDIA|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? TRV ? BLR|9|10:30|1505|2 STOPS|NO INFO|12009|1|4|4
AIR INDIA|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:15|675|1 STOP|NO INFO|8372|5|15|2
AIR INDIA|2019-06-15|NEW DELHI|COCHIN|DEL ? CCU ? BOM ? COK|6|07:40|1490|2 STOPS|NO INFO|13591|6|15|5
VISTARA|2019-06-03|MUMBAI|HYDERABAD|BOM ? DEL ? HYD|20|16:45|1190|1 STOP|NO INFO|12395|6|3|0
SPICEJET|2019-01-03|CHENNAI|KOLKATA|MAA ? CCU|8|10:35|135|NON-STOP|NO INFO|7298|1|3|3
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? MAA ? COK|7|12:30|310|1 STOP|NO INFO|12214|3|3|6
JET AIRWAYS|2019-05-15|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|22:05|1745|1 STOP|NO INFO|14151|5|15|2
AIR INDIA|2019-01-06|NEW DELHI|COCHIN|DEL ? HYD ? BOM ? COK|17|19:15|1560|2 STOPS|NO INFO|12970|1|6|6
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|23:35|570|1 STOP|NO INFO|14781|1|5|5
VISTARA|2019-06-06|BANGLORE|NEW DELHI|BLR ? DEL|17|19:35|155|NON-STOP|NO INFO|4878|6|6|3
SPICEJET|2019-03-05|CHENNAI|KOLKATA|MAA ? CCU|8|10:35|135|NON-STOP|NO INFO|3597|3|5|1
AIR ASIA|2019-06-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|23:30|955|1 STOP|NO INFO|6810|6|6|3
VISTARA|2019-01-05|CHENNAI|KOLKATA|MAA ? CCU|7|09:20|135|NON-STOP|NO INFO|3687|1|5|5
AIR INDIA|2019-03-21|NEW DELHI|COCHIN|DEL ? MAA ? COK|17|09:25|965|1 STOP|NO INFO|6482|3|21|3
JET AIRWAYS|2019-06-03|MUMBAI|HYDERABAD|BOM ? DEL ? HYD|17|16:50|1430|1 STOP|NO INFO|19595|6|3|0
INDIGO|2019-06-15|NEW DELHI|COCHIN|DEL ? BLR ? COK|15|20:00|290|1 STOP|NO INFO|6147|6|15|5
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|17|09:45|1005|1 STOP|NO INFO|10953|6|5|2
SPICEJET|2019-04-24|KOLKATA|BANGLORE|CCU ? BLR|22|00:40|140|NON-STOP|NO INFO|3873|4|24|2
JET AIRWAYS|2019-06-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|14|05:05|900|1 STOP|NO INFO|14815|6|3|0
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|4|19:00|845|1 STOP|NO INFO|10678|6|6|3
JET AIRWAYS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|15|04:25|800|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|14053|9|3|1
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|9|22:05|750|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10539|12|6|4
JET AIRWAYS|2019-03-18|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|14|21:20|435|1 STOP|NO INFO|16946|3|18|0
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? COK|14|17:35|185|NON-STOP|NO INFO|7673|3|3|6
AIR INDIA|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|13|16:10|170|NON-STOP|NO INFO|4441|3|24|6
JET AIRWAYS|2019-04-15|BANGLORE|NEW DELHI|BLR ? DEL|11|14:05|175|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4544|4|15|0
INDIGO|2019-04-24|KOLKATA|BANGLORE|CCU ? BLR|15|18:05|155|NON-STOP|NO INFO|4804|4|24|2
JET AIRWAYS|2019-01-04|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|12:35|1655|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|5406|1|4|4
AIR INDIA|2019-03-04|MUMBAI|HYDERABAD|BOM ? HYD|6|07:40|80|NON-STOP|NO INFO|3100|3|4|0
JET AIRWAYS|2019-06-27|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|19:00|1195|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|11150|6|27|3
INDIGO|2019-06-04|BANGLORE|NEW DELHI|BLR ? DEL|16|19:55|180|NON-STOP|NO INFO|4823|6|4|1
SPICEJET|2019-03-05|MUMBAI|HYDERABAD|BOM ? HYD|5|07:15|90|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|1965|3|5|1
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|21|12:35|885|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|24|0
INDIGO|2019-06-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|16:10|515|1 STOP|NO INFO|6674|6|6|3
JET AIRWAYS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|04:25|1165|1 STOP|NO INFO|15764|6|3|0
JET AIRWAYS|2019-01-04|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|22:35|1595|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7064|1|4|4
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|19:00|300|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|6|3
INDIGO|2019-01-05|KOLKATA|BANGLORE|CCU ? MAA ? BLR|8|13:00|290|1 STOP|NO INFO|5069|1|5|5
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|19:00|440|1 STOP|NO INFO|11789|6|6|3
AIR INDIA|2019-01-05|KOLKATA|BANGLORE|CCU ? DEL ? COK ? BLR|10|13:45|1665|2 STOPS|NO INFO|15164|1|5|5
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? COK|14|17:10|180|NON-STOP|NO INFO|6094|6|6|3
SPICEJET|2019-04-21|BANGLORE|NEW DELHI|BLR ? DEL|9|12:20|170|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|4885|4|21|6
AIR ASIA|2019-06-21|BANGLORE|NEW DELHI|BLR ? DEL|11|13:55|165|NON-STOP|NO INFO|3383|6|21|4
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|01:35|515|1 STOP|NO INFO|6673|3|27|2
JET AIRWAYS|2019-04-27|BANGLORE|NEW DELHI|BLR ? DEL|7|10:10|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4544|4|27|5
JET AIRWAYS|2019-03-21|NEW DELHI|COCHIN|DEL ? BDQ ? BOM ? COK|10|18:50|485|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|8367|3|21|3
GOAIR|2019-03-06|BANGLORE|NEW DELHI|BLR ? DEL|11|14:30|170|NON-STOP|NO INFO|3898|3|6|2
JET AIRWAYS|2019-09-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|22:35|510|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|9|6|4
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|13:20|665|1 STOP|NO INFO|12327|3|27|2
